"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 01:40:06 GMT 2024","Wed Oct 16 01:40:07 GMT 2024","590","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username empty and password empty",""
"passed","Wed Oct 16 01:39:58 GMT 2024","Wed Oct 16 01:40:02 GMT 2024","4142","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'About' menu option is redirecting to the correct website.",""
"passed","Wed Oct 16 01:40:05 GMT 2024","Wed Oct 16 01:40:05 GMT 2024","601","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username locked_out_user and password secret_sauce",""
"passed","Wed Oct 16 01:39:57 GMT 2024","Wed Oct 16 01:39:58 GMT 2024","1336","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Logout' menu option logs out the user and redirects to login form.",""
"passed","Wed Oct 16 01:39:52 GMT 2024","Wed Oct 16 01:39:52 GMT 2024","356","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username locked_out_user and password secret_sauce",""
"passed","Wed Oct 16 01:39:51 GMT 2024","Wed Oct 16 01:39:52 GMT 2024","726","chromium","login.spec.ts","Test application login scenarios","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Wed Oct 16 01:39:53 GMT 2024","Wed Oct 16 01:39:54 GMT 2024","330","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
"passed","Wed Oct 16 01:39:53 GMT 2024","Wed Oct 16 01:39:53 GMT 2024","338","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username empty and password empty",""
"passed","Wed Oct 16 01:39:54 GMT 2024","Wed Oct 16 01:39:55 GMT 2024","432","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item About consistency.",""
"passed","Wed Oct 16 01:39:55 GMT 2024","Wed Oct 16 01:39:56 GMT 2024","430","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Reset App State consistency.",""
"passed","Wed Oct 16 01:39:54 GMT 2024","Wed Oct 16 01:39:54 GMT 2024","434","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item All Items consistency.",""
"passed","Wed Oct 16 01:40:08 GMT 2024","Wed Oct 16 01:40:09 GMT 2024","653","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item About consistency.",""
"passed","Wed Oct 16 01:40:07 GMT 2024","Wed Oct 16 01:40:08 GMT 2024","542","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
"passed","Wed Oct 16 01:39:52 GMT 2024","Wed Oct 16 01:39:53 GMT 2024","338","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"passed","Wed Oct 16 01:40:03 GMT 2024","Wed Oct 16 01:40:04 GMT 2024","1368","firefox","login.spec.ts","Test application login scenarios","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Wed Oct 16 01:40:06 GMT 2024","Wed Oct 16 01:40:06 GMT 2024","573","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
"passed","Wed Oct 16 01:40:10 GMT 2024","Wed Oct 16 01:40:11 GMT 2024","819","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if 'All Items' menu option is working correctly.",""
"passed","Wed Oct 16 01:40:08 GMT 2024","Wed Oct 16 01:40:08 GMT 2024","668","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item All Items consistency.",""
"passed","Wed Oct 16 01:39:55 GMT 2024","Wed Oct 16 01:39:55 GMT 2024","433","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Logout consistency.",""
"skipped","Wed Oct 16 01:40:02 GMT 2024","Wed Oct 16 01:40:02 GMT 2024","0","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Reset App State' menu option clears the shopping cart and reset the page DOM.",""
"passed","Wed Oct 16 01:40:13 GMT 2024","Wed Oct 16 01:40:17 GMT 2024","3722","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'About' menu option is redirecting to the correct website.",""
"passed","Wed Oct 16 01:40:10 GMT 2024","Wed Oct 16 01:40:10 GMT 2024","655","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Reset App State consistency.",""
"passed","Wed Oct 16 01:40:05 GMT 2024","Wed Oct 16 01:40:06 GMT 2024","587","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"skipped","Wed Oct 16 01:40:17 GMT 2024","Wed Oct 16 01:40:17 GMT 2024","0","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Reset App State' menu option clears the shopping cart and reset the page DOM.",""
"passed","Wed Oct 16 01:40:09 GMT 2024","Wed Oct 16 01:40:10 GMT 2024","663","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Logout consistency.",""
"passed","Wed Oct 16 01:40:11 GMT 2024","Wed Oct 16 01:40:13 GMT 2024","1802","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Logout' menu option logs out the user and redirects to login form.",""
"passed","Wed Oct 16 01:39:56 GMT 2024","Wed Oct 16 01:39:57 GMT 2024","1362","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if 'All Items' menu option is working correctly.",""
"passed","Wed Oct 16 01:39:53 GMT 2024","Wed Oct 16 01:39:53 GMT 2024","340","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
