"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 15 23:00:04 GMT 2024","Tue Oct 15 23:00:04 GMT 2024","615","chromium","login.spec.ts","Test application login scenarios","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 15 23:00:11 GMT 2024","Tue Oct 15 23:00:12 GMT 2024","577","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
"passed","Tue Oct 15 23:00:11 GMT 2024","Tue Oct 15 23:00:11 GMT 2024","551","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username empty and password empty",""
"passed","Tue Oct 15 23:00:10 GMT 2024","Tue Oct 15 23:00:11 GMT 2024","571","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
"passed","Tue Oct 15 23:00:09 GMT 2024","Tue Oct 15 23:00:10 GMT 2024","564","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username locked_out_user and password secret_sauce",""
"passed","Tue Oct 15 23:00:05 GMT 2024","Tue Oct 15 23:00:05 GMT 2024","410","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"passed","Tue Oct 15 23:00:10 GMT 2024","Tue Oct 15 23:00:10 GMT 2024","572","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"passed","Tue Oct 15 23:00:06 GMT 2024","Tue Oct 15 23:00:06 GMT 2024","405","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username empty and password empty",""
"passed","Tue Oct 15 23:00:05 GMT 2024","Tue Oct 15 23:00:05 GMT 2024","438","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username locked_out_user and password secret_sauce",""
"passed","Tue Oct 15 23:00:06 GMT 2024","Tue Oct 15 23:00:06 GMT 2024","428","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
"passed","Tue Oct 15 23:00:07 GMT 2024","Tue Oct 15 23:00:09 GMT 2024","1477","firefox","login.spec.ts","Test application login scenarios","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 15 23:00:06 GMT 2024","Tue Oct 15 23:00:07 GMT 2024","413","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
